"ap_id","utility_id","geoid","region_name","sample_hh_id"
11399576,384,60014001001,"Alameda County",1
11403535,384,60014001001,"Alameda County",2
11399869,384,60014001001,"Alameda County",3
11396226,384,60014001001,"Alameda County",4
11400423,384,60014001001,"Alameda County",5
11396113,384,60014001001,"Alameda County",6
11396906,384,60014001001,"Alameda County",7
11395860,384,60014001001,"Alameda County",8
11396911,384,60014001001,"Alameda County",9
11395865,384,60014001001,"Alameda County",10
11396147,384,60014001001,"Alameda County",11
11396090,384,60014001001,"Alameda County",12
11396651,384,60014001001,"Alameda County",13
11399528,384,60014001001,"Alameda County",14
11396469,384,60014001001,"Alameda County",15
11399786,384,60014001001,"Alameda County",16
11395942,384,60014001001,"Alameda County",17
11397934,384,60014001001,"Alameda County",18
11396057,384,60014001001,"Alameda County",19
11397849,384,60014001001,"Alameda County",20
11356404,384,60014005002,"Alameda County",21
11356462,384,60014005002,"Alameda County",22
11356414,384,60014005002,"Alameda County",23
11356356,384,60014005002,"Alameda County",24
11356334,384,60014005002,"Alameda County",25
11361530,384,60014005002,"Alameda County",26
11361533,384,60014005002,"Alameda County",27
11356300,384,60014005002,"Alameda County",28
11356360,384,60014005002,"Alameda County",29
11361457,384,60014005002,"Alameda County",30
11356349,384,60014005002,"Alameda County",31
11356485,384,60014005002,"Alameda County",32
11361373,384,60014005002,"Alameda County",33
11361472,384,60014005002,"Alameda County",34
11356244,384,60014005002,"Alameda County",35
11356313,384,60014005002,"Alameda County",36
11361303,384,60014005002,"Alameda County",37
11361538,384,60014005002,"Alameda County",38
11356341,384,60014005002,"Alameda County",39
11361172,384,60014005002,"Alameda County",40
11475159,384,60014035021,"Alameda County",41
11475131,384,60014035021,"Alameda County",42
11475089,384,60014035021,"Alameda County",43
11471690,384,60014035021,"Alameda County",44
11471645,384,60014035021,"Alameda County",45
11471722,384,60014035021,"Alameda County",46
11471667,384,60014035021,"Alameda County",47
11475064,384,60014035021,"Alameda County",48
11475112,384,60014035021,"Alameda County",49
11475088,384,60014035021,"Alameda County",50
11478877,384,60014035021,"Alameda County",51
11475142,384,60014035021,"Alameda County",52
11475125,384,60014035021,"Alameda County",53
11471612,384,60014035021,"Alameda County",54
11475108,384,60014035021,"Alameda County",55
11475065,384,60014035021,"Alameda County",56
11475154,384,60014035021,"Alameda County",57
11471647,384,60014035021,"Alameda County",58
11471584,384,60014035021,"Alameda County",59
11471556,384,60014035021,"Alameda County",60
11480365,384,60014038003,"Alameda County",61
11482712,384,60014038003,"Alameda County",62
11482730,384,60014038003,"Alameda County",63
11476128,384,60014038003,"Alameda County",64
11476247,384,60014038003,"Alameda County",65
11482654,384,60014038003,"Alameda County",66
11491546,384,60014038003,"Alameda County",67
11476176,384,60014038003,"Alameda County",68
11491560,384,60014038003,"Alameda County",69
11476141,384,60014038003,"Alameda County",70
11476124,384,60014038003,"Alameda County",71
11477706,384,60014038003,"Alameda County",72
11491603,384,60014038003,"Alameda County",73
11480195,384,60014038003,"Alameda County",74
11480176,384,60014038003,"Alameda County",75
11476114,384,60014038003,"Alameda County",76
11491599,384,60014038003,"Alameda County",77
11476263,384,60014038003,"Alameda County",78
11491616,384,60014038003,"Alameda County",79
11482698,384,60014038003,"Alameda County",80
11477725,384,60014039003,"Alameda County",81
11469225,384,60014039003,"Alameda County",82
11482927,384,60014039003,"Alameda County",83
11469144,384,60014039003,"Alameda County",84
11482876,384,60014039003,"Alameda County",85
11482783,384,60014039003,"Alameda County",86
11482824,384,60014039003,"Alameda County",87
11482883,384,60014039003,"Alameda County",88
11482747,384,60014039003,"Alameda County",89
11470380,384,60014039003,"Alameda County",90
11482772,384,60014039003,"Alameda County",91
11470377,384,60014039003,"Alameda County",92
11482792,384,60014039003,"Alameda County",93
11482778,384,60014039003,"Alameda County",94
11469143,384,60014039003,"Alameda County",95
11482745,384,60014039003,"Alameda County",96
11482917,384,60014039003,"Alameda County",97
11470325,384,60014039003,"Alameda County",98
11470337,384,60014039003,"Alameda County",99
11491613,384,60014039003,"Alameda County",100
11387543,384,60014045022,"Alameda County",101
11442914,384,60014045022,"Alameda County",102
11442949,384,60014045022,"Alameda County",103
11443049,384,60014045022,"Alameda County",104
11437318,384,60014045022,"Alameda County",105
11437326,384,60014045022,"Alameda County",106
10183540,384,60014045022,"Alameda County",107
11387471,384,60014045022,"Alameda County",108
10183544,384,60014045022,"Alameda County",109
11442726,384,60014045022,"Alameda County",110
11437259,384,60014045022,"Alameda County",111
11443024,384,60014045022,"Alameda County",112
11442569,384,60014045022,"Alameda County",113
11443979,384,60014045022,"Alameda County",114
11437394,384,60014045022,"Alameda County",115
11387476,384,60014045022,"Alameda County",116
11455365,384,60014045022,"Alameda County",117
11436787,384,60014045022,"Alameda County",118
11455333,384,60014045022,"Alameda County",119
11437420,384,60014045022,"Alameda County",120
11458415,384,60014049003,"Alameda County",121
11463615,384,60014049003,"Alameda County",122
11463612,384,60014049003,"Alameda County",123
11477031,384,60014049003,"Alameda County",124
11463480,384,60014049003,"Alameda County",125
11477053,384,60014049003,"Alameda County",126
11463546,384,60014049003,"Alameda County",127
11477018,384,60014049003,"Alameda County",128
11338775,384,60014049003,"Alameda County",129
11477054,384,60014049003,"Alameda County",130
11477033,384,60014049003,"Alameda County",131
11463609,384,60014049003,"Alameda County",132
11463627,384,60014049003,"Alameda County",133
11476981,384,60014049003,"Alameda County",134
11463625,384,60014049003,"Alameda County",135
11463503,384,60014049003,"Alameda County",136
11463527,384,60014049003,"Alameda County",137
11463650,384,60014049003,"Alameda County",138
11463567,384,60014049003,"Alameda County",139
11477001,384,60014049003,"Alameda County",140
11334991,384,60014049004,"Alameda County",141
11480978,384,60014049004,"Alameda County",142
11458380,384,60014049004,"Alameda County",143
11463565,384,60014049004,"Alameda County",144
11480969,384,60014049004,"Alameda County",145
11463643,384,60014049004,"Alameda County",146
11338579,384,60014049004,"Alameda County",147
11338588,384,60014049004,"Alameda County",148
11338538,384,60014049004,"Alameda County",149
11458414,384,60014049004,"Alameda County",150
11481061,384,60014049004,"Alameda County",151
11463520,384,60014049004,"Alameda County",152
11338564,384,60014049004,"Alameda County",153
11481064,384,60014049004,"Alameda County",154
11463597,384,60014049004,"Alameda County",155
11485772,384,60014049004,"Alameda County",156
11334916,384,60014049004,"Alameda County",157
11485865,384,60014049004,"Alameda County",158
11338562,384,60014049004,"Alameda County",159
11480955,384,60014049004,"Alameda County",160
11480205,384,60014052004,"Alameda County",161
11490360,384,60014052004,"Alameda County",162
11481736,384,60014052004,"Alameda County",163
11481739,384,60014052004,"Alameda County",164
11481803,384,60014052004,"Alameda County",165
11484904,384,60014052004,"Alameda County",166
11490326,384,60014052004,"Alameda County",167
11481833,384,60014052004,"Alameda County",168
