"ap_id","utility_id","geoid","region_name","sample_hh_id"
11491218,384,60014050002,"Alameda County",1
11475301,384,60014050002,"Alameda County",2
11485715,384,60014050002,"Alameda County",3
11459988,384,60014050002,"Alameda County",4
11457251,384,60014050002,"Alameda County",5
11457192,384,60014050002,"Alameda County",6
11459948,384,60014050002,"Alameda County",7
11335055,384,60014050002,"Alameda County",8
11453119,384,60014050002,"Alameda County",9
11460020,384,60014050002,"Alameda County",10
11334923,384,60014050002,"Alameda County",11
11491198,384,60014050002,"Alameda County",12
11491236,384,60014050002,"Alameda County",13
11491242,384,60014050002,"Alameda County",14
11334910,384,60014050002,"Alameda County",15
11459931,384,60014050002,"Alameda County",16
11475290,384,60014050002,"Alameda County",17
11491243,384,60014050002,"Alameda County",18
11457082,384,60014050002,"Alameda County",19
11457258,384,60014050002,"Alameda County",20
11490572,384,60014050002,"Alameda County",21
11490522,384,60014050002,"Alameda County",22
11457059,384,60014050002,"Alameda County",23
11485825,384,60014050002,"Alameda County",24
11457180,384,60014050002,"Alameda County",25
11475251,384,60014050002,"Alameda County",26
11490582,384,60014050002,"Alameda County",27
11335032,384,60014050002,"Alameda County",28
11490433,384,60014050002,"Alameda County",29
11457256,384,60014050002,"Alameda County",30
11460030,384,60014050002,"Alameda County",31
11457175,384,60014050002,"Alameda County",32
11485719,384,60014050002,"Alameda County",33
11485710,384,60014050002,"Alameda County",34
11481036,384,60014050002,"Alameda County",35
11457255,384,60014050002,"Alameda County",36
11490563,384,60014050002,"Alameda County",37
11485746,384,60014050002,"Alameda County",38
11490601,384,60014050002,"Alameda County",39
11457071,384,60014050002,"Alameda County",40
11449765,384,60014079002,"Alameda County",41
11449536,384,60014079002,"Alameda County",42
11449417,384,60014079002,"Alameda County",43
11449698,384,60014079002,"Alameda County",44
11449730,384,60014079002,"Alameda County",45
11332381,384,60014079002,"Alameda County",46
11449583,384,60014079002,"Alameda County",47
11449667,384,60014079002,"Alameda County",48
11449515,384,60014079002,"Alameda County",49
11340909,384,60014079002,"Alameda County",50
11449552,384,60014079002,"Alameda County",51
11449430,384,60014079002,"Alameda County",52
11332402,384,60014079002,"Alameda County",53
11449710,384,60014079002,"Alameda County",54
11449555,384,60014079002,"Alameda County",55
11449478,384,60014079002,"Alameda County",56
11449663,384,60014079002,"Alameda County",57
11332376,384,60014079002,"Alameda County",58
11332435,384,60014079002,"Alameda County",59
11449763,384,60014079002,"Alameda County",60
11449554,384,60014079002,"Alameda County",61
11331936,384,60014079002,"Alameda County",62
11449468,384,60014079002,"Alameda County",63
11331881,384,60014079002,"Alameda County",64
11449681,384,60014079002,"Alameda County",65
11331857,384,60014079002,"Alameda County",66
11331785,384,60014079002,"Alameda County",67
11340959,384,60014079002,"Alameda County",68
11449712,384,60014079002,"Alameda County",69
11340944,384,60014079002,"Alameda County",70
11441987,384,60014079002,"Alameda County",71
11447354,384,60014079002,"Alameda County",72
11449518,384,60014079002,"Alameda County",73
11449501,384,60014079002,"Alameda County",74
11332447,384,60014079002,"Alameda County",75
11449418,384,60014079002,"Alameda County",76
11449717,384,60014079002,"Alameda County",77
11449498,384,60014079002,"Alameda County",78
11340939,384,60014079002,"Alameda County",79
11449743,384,60014079002,"Alameda County",80
11307851,384,60014085005,"Alameda County",81
11493098,384,60014085005,"Alameda County",82
11492997,384,60014085005,"Alameda County",83
11307906,384,60014085005,"Alameda County",84
11493029,384,60014085005,"Alameda County",85
11305233,384,60014085005,"Alameda County",86
11307905,384,60014085005,"Alameda County",87
11307897,384,60014085005,"Alameda County",88
11311272,384,60014085005,"Alameda County",89
11311221,384,60014085005,"Alameda County",90
11493073,384,60014085005,"Alameda County",91
11308237,384,60014085005,"Alameda County",92
11307838,384,60014085005,"Alameda County",93
11307871,384,60014085005,"Alameda County",94
11493102,384,60014085005,"Alameda County",95
